"id"	"Daily.events"	"Prioritising.workload"	"Writing.notes"	"Workaholism"	"Thinking.ahead"	"Final.judgement"	"Reliability"	"Keeping.promises"	"Loss.of.interest"	"Friends.versus.money"	"Funniness"	"Fake"	"Criminal.damage"	"Decision.making"	"Elections"	"Self.criticism"	"Judgment.calls"	"Hypochondria"	"Empathy"	"Eating.to.survive"	"Giving"	"Compassion.to.animals"	"Borrowed.stuff"	"Loneliness"	"Cheating.in.school"	"Health"	"Changing.the.past"	"God"	"Dreams"	"Charity"	"Number.of.friends"	"Waiting"	"New.environment"	"Mood.swings"	"Appearence.and.gestures"	"Socializing"	"Achievements"	"Responding.to.a.serious.letter"	"Children"	"Assertiveness"	"Getting.angry"	"Knowing.the.right.people"	"Public.speaking"	"Unpopularity"	"Life.struggles"	"Happiness.in.life"	"Energy.levels"	"Small...big.dogs"	"Personality"	"Finding.lost.valuables"	"Getting.up"	"Interests.or.hobbies"	"Parents..advice"	"Questionnaires.or.polls"
"477"	3	3	3	3	4	3	3	3	2	3	1	2	1	5	5	5	4	3	3	2	1	5	4	3	3	4	3	5	3	1	4	3	3	3	4	4	3	4	3	3	3	4	3	3	3	4	3	1	3	3	3	3	3	2
"478"	2	2	3	2	2	1	4	5	3	4	3	2	1	1	3	3	4	1	4	1	1	5	4	4	5	3	3	1	1	1	3	3	5	3	3	3	4	3	3	4	3	1	2	5	4	2	4	5	3	3	3	4	4	4
"479"	1	5	2	3	3	5	4	4	5	2	1	2	3	2	3	3	5	4	5	3	3	4	5	4	3	5	1	5	5	4	4	4	4	3	5	3	3	1	5	2	3	5	4	4	1	4	4	2	3	3	4	4	2	3
"480"	3	3	2	3	2	3	3	3	1	4	4	1	2	2	3	3	4	1	4	3	4	4	5	2	3	3	2	2	3	1	3	3	4	3	3	4	2	2	4	4	3	3	4	4	3	4	4	3	3	3	3	4	3	3
"481"	3	3	5	3	2	3	5	4	1	3	3	1	3	3	4	3	3	1	5	3	5	5	4	3	3	2	1	3	4	3	4	3	4	3	4	4	3	4	5	3	4	4	5	4	5	4	4	3	4	2	4	3	4	2
"482"	1	5	5	4	5	2	5	5	2	5	2	2	1	3	1	1	4	2	4	2	2	1	4	3	1	5	2	3	4	2	2	4	4	2	4	2	2	4	3	5	1	3	2	5	2	5	4	3	4	1	2	5	4	4
"483"	3	2	1	2	4	2	4	4	2	2	5	2	4	3	5	4	3	3	4	4	3	5	4	1	2	3	1	2	3	1	2	2	2	4	2	2	4	4	3	2	4	2	4	1	1	4	3	4	3	1	4	3	3	1
"484"	3	3	2	3	2	3	3	4	1	5	3	1	3	2	1	4	5	2	5	1	4	5	4	5	1	3	3	2	3	1	5	3	2	4	3	3	1	2	4	4	2	3	3	5	4	2	2	5	3	3	5	5	3	1
"485"	2	1	3	2	5	3	5	2	3	4	3	4	2	2	1	3	3	1	4	3	4	2	3	3	2	4	4	3	4	2	3	3	3	4	3	3	2	3	3	3	4	3	4	3	3	4	3	3	3	3	5	3	3	3
"486"	2	1	2	2	3	5	4	4	1	5	2	3	2	4	5	2	5	1	5	2	1	5	4	5	3	2	1	5	4	1	2	3	1	5	3	2	1	4	5	1	1	2	5	4	5	2	3	3	3	4	5	1	3	1
"487"	5	2	5	5	5	1	4	4	4	3	3	2	1	3	2	5	5	3	5	1	2	3	2	2	2	5	2	3	3	1	1	4	4	3	4	3	3	2	2	4	5	4	4	4	4	3	2	3	3	1	5	1	2	2
"488"	4	1	3	1	1	5	3	3	1	3	5	3	5	1	3	5	5	5	5	5	5	5	1	1	5	1	5	5	3	3	5	1	5	5	3	5	3	3	5	5	5	5	1	1	5	4	5	1	3	1	5	5	3	3
"489"	5	3	3	5	4	1	5	5	2	4	3	2	2	3	5	4	3	1	4	2	4	4	5	3	2	3	2	1	4	3	3	3	3	3	2	3	3	4	4	4	2	3	3	4	2	4	4	3	3	3	1	3	4	3
"490"	5	3	3	3	1	1	5	3	5	1	2	1	3	2	5	3	5	1	5	3	3	3	4	1	5	3	2	2	3	3	5	2	5	2	5	5	3	1	5	5	3	5	1	3	3	4	5	1	3	2	4	5	3	2
"491"	3	2	1	2	5	3	5	5	4	4	1	1	1	2	1	2	5	3	5	1	1	3	5	3	3	4	2	4	4	1	3	3	5	3	3	3	1	2	3	5	1	3	2	3	2	4	4	3	4	2	4	3	4	4
"492"	2	2	5	2	3	2	4	5	1	3	1	3	5	3	5	2	5	1	4	1	1	3	5	3	5	3	3	2	3	1	2	2	3	3	3	3	3	3	3	2	2	2	4	3	2	4	4	3	3	4	2	2	3	1
"493"	2	2	4	1	5	5	4	5	5	5	4	5	1	5	5	5	5	1	5	1	2	5	5	5	2	5	4	5	3	3	3	2	3	3	4	1	2	3	4	1	4	2	4	5	5	4	2	3	3	5	3	5	4	2
"494"	3	2	2	1	2	1	4	3	2	3	3	2	2	4	4	3	3	1	2	2	3	2	3	2	5	3	2	1	4	1	4	3	3	2	3	2	4	3	4	3	3	4	4	2	1	4	4	5	4	3	4	4	3	2
"495"	2	3	5	4	4	1	5	4	2	5	4	2	1	2	5	5	3	2	4	2	4	3	4	3	5	4	4	5	3	3	5	3	5	5	4	5	3	3	5	3	4	4	3	5	5	3	4	3	4	2	4	2	4	4
"496"	3	3	5	5	5	4	4	4	4	5	4	2	1	4	5	5	4	1	5	1	3	5	5	3	5	4	2	5	3	2	3	2	4	5	5	4	4	4	3	4	4	4	5	4	4	4	3	4	3	3	2	4	4	3
"497"	3	5	4	3	3	5	5	4	3	5	3	2	2	4	5	2	3	1	4	3	5	5	3	3	3	3	3	5	3	4	3	3	3	3	3	2	3	1	4	4	3	3	5	4	4	4	3	1	3	5	4	2	3	3
"498"	3	3	4	4	3	4	4	5	4	2	3	3	5	4	3	4	4	4	5	3	3	3	5	1	3	4	3	5	3	3	3	3	1	4	4	1	3	1	5	5	3	4	5	1	4	4	4	3	4	5	5	5	2	3
"499"	3	1	4	2	2	4	2	4	1	5	3	2	1	2	5	4	3	2	4	1	4	3	3	3	5	4	3	5	4	1	4	3	3	2	3	2	3	4	4	3	2	2	3	4	4	3	3	4	3	2	5	2	3	2
"500"	3	4	5	5	5	1	4	4	4	3	2	2	1	5	4	5	5	1	2	5	1	5	3	2	5	1	1	1	3	3	3	4	1	2	3	1	3	4	3	4	3	4	5	5	1	5	2	1	3	4	1	4	3	1
"501"	3	3	3	3	2	5	4	4	1	4	4	3	3	3	4	4	5	2	4	1	3	5	4	4	5	5	3	5	4	1	3	2	2	5	3	3	2	2	4	4	5	4	4	4	5	3	5	3	3	3	3	4	4	3
"502"	3	2	5	2	4	4	5	5	3	5	4	2	2	5	5	5	5	1	5	1	1	4	5	4	5	3	5	5	3	2	3	1	1	4	3	1	3	2	5	2	5	3	5	5	3	3	3	1	2	4	5	3	3	3
"503"	2	4	2	5	4	3	5	5	2	2	4	2	1	4	5	2	5	2	4	1	3	2	4	2	5	2	2	4	4	1	4	3	5	1	3	3	4	2	3	5	1	5	2	2	1	4	4	3	4	1	2	4	4	3
"504"	2	3	5	5	5	4	5	5	2	5	4	2	2	5	4	5	5	3	4	4	2	5	5	3	1	5	3	4	4	3	4	2	5	3	2	4	2	1	4	4	4	1	4	5	5	4	3	2	3	4	5	4	3	3
"505"	4	5	5	4	4	3	4	5	2	5	2	1	1	3	5	1	3	1	5	1	5	3	5	1	5	2	1	1	3	4	4	2	3	2	4	3	3	5	5	3	1	2	3	2	2	4	4	4	3	3	3	3	4	3
"506"	3	1	2	2	3	2	4	4	2	4	5	3	2	2	5	2	4	1	2	2	2	3	2	2	5	2	3	3	4	1	4	2	3	3	4	3	4	4	3	2	4	4	2	3	1	4	4	3	4	2	3	4	3	2
"507"	3	2	2	2	4	1	3	3	3	4	3	2	1	4	3	5	4	1	3	2	1	3	4	1	4	1	3	1	3	1	3	3	5	2	3	4	3	3	3	4	3	2	3	3	1	4	5	2	4	3	3	5	4	3
"508"	2	2	4	3	3	2	3	4	3	5	3	2	2	3	2	3	3	1	4	3	1	3	3	4	3	3	1	3	4	3	4	4	4	3	3	4	4	4	5	3	3	4	3	3	3	4	5	3	4	3	2	5	3	3
"509"	5	4	3	2	4	5	4	4	1	5	4	2	1	3	2	1	5	4	5	3	3	4	3	2	3	4	3	5	4	1	3	2	1	3	4	1	2	4	3	3	3	3	5	3	3	5	4	3	3	3	4	4	4	2
"510"	3	5	4	1	5	3	4	5	5	5	4	3	5	5	1	5	5	1	3	4	5	5	5	1	3	1	3	5	3	3	5	4	5	1	5	5	3	5	5	5	1	5	1	5	1	4	5	4	4	4	5	5	5	1
"511"	3	3	3	5	5	1	4	4	2	5	3	2	2	2	2	5	5	1	4	3	5	5	5	2	3	3	2	1	4	2	4	3	4	2	3	3	3	3	3	3	1	5	3	3	1	5	5	3	4	3	3	5	3	2
"512"	1	3	3	3	3	1	4	5	1	5	5	2	3	3	1	2	5	1	5	1	4	5	4	3	4	4	4	1	3	2	3	3	5	4	3	3	4	4	5	2	2	1	3	4	3	4	4	4	4	5	3	3	4	4
"513"	3	5	5	5	5	5	5	5	5	5	1	1	1	5	5	5	5	1	1	1	3	1	5	1	3	5	1	5	3	1	3	1	5	5	5	5	1	1	5	5	1	1	5	5	1	5	5	1	3	5	1	5	4	3
"514"	3	3	1	3	3	1	4	4	2	3	3	3	3	2	5	4	4	1	3	3	2	3	3	3	4	3	3	3	3	1	3	3	4	2	3	3	3	3	2	4	2	3	4	3	1	4	5	5	3	3	3	4	3	2
"515"	3	2	3	2	2	2	4	4	3	4	2	3	2	3	2	3	3	1	3	2	3	2	4	3	3	3	2	4	3	1	3	3	5	2	3	3	2	1	4	3	1	4	4	3	3	3	3	3	3	2	4	3	3	1
"516"	2	1	1	1	1	1	2	5	5	3	5	4	5	1	5	5	5	1	3	1	1	4	3	3	5	1	5	3	4	1	3	1	5	5	1	4	3	5	1	4	1	4	4	5	1	3	2	5	2	1	5	1	2	4
"517"	5	5	5	4	5	5	5	5	3	5	5	1	3	5	5	2	5	1	5	3	5	5	5	3	2	5	1	5	5	4	5	1	3	2	5	3	3	1	5	1	2	5	5	3	5	3	4	3	5	5	5	5	5	5
"518"	4	2	4	3	5	3	5	4	3	5	3	1	2	1	2	2	5	2	3	2	3	3	3	1	5	5	3	3	3	1	4	1	5	2	4	3	2	3	4	5	3	4	4	1	3	4	5	1	4	1	1	5	4	2
"519"	2	2	1	3	4	5	4	5	3	3	3	1	1	3	1	3	4	1	4	1	3	4	3	4	5	4	1	5	4	2	4	2	4	4	5	4	3	3	2	5	4	4	4	5	3	3	5	1	3	4	2	4	4	4
"520"	2	1	1	2	3	2	2	4	1	3	3	2	5	2	5	4	3	3	4	2	2	3	3	2	5	5	4	3	3	1	3	2	3	4	2	4	3	3	4	2	5	5	2	5	2	4	3	4	3	1	5	4	3	3
"521"	3	3	3	3	2	1	2	3	3	3	3	2	2	2	1	3	5	5	5	3	3	4	2	3	5	4	2	4	4	4	3	3	4	3	5	4	3	1	4	3	4	4	2	3	5	4	4	2	4	3	1	4	3	3
"522"	3	2	1	2	3	5	3	4	3	5	5	1	5	3	1	5	3	3	5	3	5	5	4	4	4	3	5	5	3	1	3	1	4	5	4	4	3	1	4	4	4	3	4	4	4	3	4	1	3	2	4	3	3	3
"523"	4	3	2	2	3	1	4	3	5	3	2	1	5	3	3	3	3	1	3	1	2	2	5	1	5	4	3	2	4	1	4	2	2	3	4	4	3	2	3	4	5	4	3	1	3	4	4	4	3	5	5	3	3	2
"524"	3	1	3	3	3	3	2	5	1	3	4	1	2	3	1	3	5	3	4	2	5	4	3	3	5	4	3	3	4	3	1	3	4	2	4	4	3	2	3	3	4	4	3	4	3	4	4	1	2	3	2	5	3	4
"525"	3	3	2	3	4	3	4	5	1	4	4	2	3	3	5	5	4	2	4	1	1	5	3	3	4	3	4	5	3	1	2	1	3	3	2	3	1	4	3	2	2	4	4	4	3	3	2	3	3	3	3	3	4	5
"526"	3	3	3	3	3	3	3	3	3	4	3	3	2	3	4	3	3	1	3	2	4	5	5	4	3	3	3	5	3	3	4	3	3	3	4	4	3	4	3	4	3	4	3	3	3	3	3	3	3	3	4	4	3	3
"527"	3	2	4	3	4	1	4	5	1	4	4	2	3	2	4	4	4	2	2	3	4	3	2	2	5	4	3	4	3	3	4	4	4	2	4	3	4	4	4	4	3	4	4	1	1	5	5	3	4	4	1	5	4	3
"528"	2	3	4	3	4	1	4	4	2	2	3	1	5	3	4	4	1	1	5	5	3	1	4	1	5	3	2	5	3	1	4	2	4	5	5	3	2	1	3	5	5	5	5	3	2	5	5	5	4	5	1	5	3	3
"529"	1	1	1	1	3	3	5	4	3	2	4	2	1	5	5	3	4	1	2	4	5	5	5	4	5	5	4	4	3	1	1	3	5	2	1	1	3	3	5	3	1	1	3	3	1	2	1	4	2	2	2	5	3	1
"530"	5	3	3	2	5	2	4	5	2	5	4	2	1	4	5	4	4	1	5	2	2	2	5	3	1	3	4	1	3	3	3	2	3	4	4	2	2	4	3	2	2	2	4	3	3	4	2	4	4	3	3	2	3	4
"531"	4	4	5	5	2	4	4	3	5	5	2	1	1	2	3	3	4	4	5	1	1	5	4	3	5	2	1	4	3	3	3	3	5	4	2	3	4	1	3	4	3	1	2	3	3	4	4	1	3	3	5	3	2	2
"532"	3	1	1	5	5	5	3	3	2	5	2	1	1	4	4	5	5	1	5	1	2	5	4	4	2	3	1	3	3	2	3	4	5	3	1	4	4	5	5	5	1	4	2	3	2	5	3	3	3	3	4	5	1	3
"533"	3	2	3	3	2	1	3	5	5	5	4	3	2	3	5	3	5	1	5	2	2	5	5	2	5	3	5	2	3	1	3	4	4	2	5	5	3	4	4	3	3	3	2	5	4	3	4	3	3	2	5	5	4	3
"534"	3	1	2	4	3	2	4	4	4	2	4	2	4	4	5	3	4	1	4	1	3	5	3	4	3	4	4	5	3	3	2	2	4	2	4	3	3	5	3	3	2	4	3	3	2	3	5	2	4	3	4	4	3	2
"535"	4	2	4	2	3	2	4	3	4	4	3	1	1	5	2	5	4	1	4	1	3	5	4	4	5	3	3	3	4	2	2	4	3	5	4	4	3	4	5	3	4	3	3	3	3	3	3	2	3	4	5	2	3	2
"536"	5	2	1	1	1	5	5	5	1	5	3	5	2	3	1	1	5	1	5	5	5	5	5	3	5	5	1	5	5	3	5	5	5	2	5	5	4	3	3	4	3	5	5	5	1	5	5	5	5	3	5	5	3	5
"537"	5	3	3	1	2	5	2	3	5	3	5	2	5	2	3	1	5	2	5	2	2	5	3	1	5	4	5	4	3	1	5	1	4	2	5	5	4	3	1	3	5	5	3	3	3	4	5	5	3	1	5	5	3	1
"538"	5	3	5	4	4	5	3	3	1	3	4	3	3	4	5	2	3	2	4	1	2	4	3	2	5	4	3	5	3	2	4	4	1	2	4	2	3	3	5	3	4	4	5	3	1	3	4	3	4	4	5	5	3	2
"539"	3	4	2	3	2	1	3	3	2	5	3	1	1	4	2	4	2	1	3	1	4	5	5	1	5	5	3	5	3	2	5	3	2	3	4	4	4	4	5	4	5	3	4	5	5	4	4	2	3	3	4	4	3	3
"540"	5	1	3	3	5	4	5	4	4	2	3	3	5	4	5	5	5	3	4	1	2	5	4	5	3	4	2	4	2	4	1	2	2	3	3	3	3	3	5	5	4	4	2	2	1	4	2	3	3	2	2	3	3	2
"541"	2	2	3	3	3	3	5	4	3	4	3	2	2	5	5	4	5	3	5	2	3	5	4	3	3	4	4	4	3	3	5	2	3	3	3	4	3	2	4	3	4	5	3	4	3	4	3	3	3	2	4	3	3	3
"542"	2	2	3	2	3	3	3	3	2	5	4	2	4	3	2	4	5	3	5	3	4	4	4	1	5	5	2	5	4	2	5	2	3	2	5	5	3	4	4	3	3	4	4	3	5	5	4	3	3	3	4	3	4	3
"543"	4	4	4	4	4	2	5	5	3	3	4	2	3	4	5	4	4	2	4	1	4	3	4	3	4	3	2	2	3	2	4	3	3	3	3	3	3	3	3	5	2	4	4	3	2	4	4	4	4	2	4	5	3	2
"544"	3	3	4	5	4	3	4	5	5	3	4	2	5	3	5	2	4	1	4	1	4	4	4	3	4	2	2	4	4	1	4	2	3	4	4	3	4	4	4	3	5	4	2	2	1	4	4	3	4	4	4	4	4	3
"545"	3	3	4	5	3	5	3	5	3	1	2	2	1	3	5	2	2	1	1	3	1	5	5	5	1	2	4	4	3	3	5	3	4	4	4	4	3	3	4	4	4	4	4	1	1	2	4	4	3	5	3	2	4	1
"546"	3	1	2	1	5	1	5	3	3	5	5	2	5	5	3	5	5	3	5	4	5	5	1	4	5	4	5	1	3	3	1	3	2	3	5	5	3	5	5	5	5	3	3	3	3	4	4	5	4	1	5	1	5	1
"547"	3	5	5	4	5	4	5	5	2	5	4	2	1	4	5	4	5	3	4	4	2	4	5	3	4	4	1	4	3	4	4	4	4	2	3	3	1	3	4	3	1	4	2	4	4	5	4	2	3	4	1	5	4	3
"548"	5	2	1	2	2	1	4	4	1	5	5	1	1	3	5	5	5	1	4	1	1	5	5	1	5	2	2	1	3	2	3	5	5	1	1	4	2	3	4	2	1	3	1	3	1	4	4	3	3	4	4	5	4	3
"549"	3	4	2	3	5	3	5	4	1	3	1	1	1	3	4	4	5	4	5	1	3	3	5	1	2	3	1	5	3	1	3	2	3	4	1	1	2	4	5	3	3	1	5	3	5	5	3	3	3	3	4	2	4	4
"550"	3	4	5	4	5	4	5	5	1	5	3	2	2	2	5	3	5	1	5	1	5	5	5	3	2	4	1	3	4	2	3	2	2	3	4	2	3	3	5	5	3	4	3	4	2	4	4	2	4	4	2	5	3	3
"551"	5	2	1	1	2	4	3	4	3	3	3	3	2	2	5	5	4	3	1	3	2	5	3	5	4	2	5	5	4	2	3	3	3	5	5	3	3	5	4	3	4	4	5	5	4	4	4	4	3	1	1	3	3	3
"552"	2	3	3	2	3	3	3	3	1	5	3	2	2	2	1	3	3	3	4	1	5	5	3	2	5	4	4	5	4	2	4	3	3	3	3	2	3	3	4	3	3	3	3	4	4	4	4	4	3	3	2	5	4	2
"553"	4	1	3	2	2	4	4	4	3	5	3	2	3	1	5	3	5	1	5	3	5	3	4	3	4	3	3	5	3	3	4	3	4	5	3	5	1	1	4	5	3	5	1	3	5	3	4	3	3	3	5	5	2	2
"554"	3	4	5	3	4	5	4	4	3	4	2	3	5	4	1	5	4	3	5	2	2	5	4	3	5	4	5	5	4	2	3	1	4	4	5	3	3	1	2	3	4	3	4	5	4	3	3	3	3	2	3	2	3	3
"555"	2	4	4	3	4	4	5	4	3	3	3	2	2	3	4	3	4	2	4	2	3	4	3	3	4	3	3	5	4	3	2	3	3	3	4	4	3	4	5	4	2	3	4	3	2	4	4	1	4	4	3	4	3	3
"556"	1	1	2	1	5	5	5	5	5	5	1	1	2	5	1	5	5	1	3	1	4	5	5	4	5	2	5	5	4	3	2	1	2	3	2	3	4	1	5	1	4	3	5	5	5	4	1	1	4	5	1	2	2	5
"557"	2	2	4	2	4	3	3	5	3	5	3	2	2	4	1	3	4	1	5	2	5	4	5	2	5	5	5	3	3	1	4	3	3	3	3	4	2	2	4	3	2	4	4	4	3	3	4	1	3	3	5	4	4	4
"558"	1	4	5	3	3	1	3	4	2	5	4	1	2	3	3	4	5	1	5	1	4	5	4	3	2	5	4	3	3	4	5	2	4	3	4	5	4	3	4	4	3	4	5	3	4	4	3	1	4	5	4	3	4	2
"559"	3	3	4	3	4	1	4	4	1	5	3	2	1	5	2	3	4	2	5	3	4	5	5	2	2	2	1	5	3	3	4	3	3	5	4	2	2	3	4	4	4	4	2	5	4	5	3	2	3	3	4	4	4	1
"560"	3	2	5	2	2	4	4	3	1	5	3	1	3	1	2	4	2	1	3	1	5	5	5	5	5	5	5	3	3	2	5	3	1	4	3	1	1	1	3	4	4	3	5	3	5	3	4	1	3	5	4	3	3	3
"561"	1	2	5	4	5	5	4	4	1	2	5	5	3	3	1	5	2	5	3	5	3	3	3	4	5	5	5	5	3	2	5	1	1	5	1	1	2	1	1	5	5	1	2	5	5	5	4	5	1	3	5	4	4	5
"562"	4	3	5	4	4	4	5	5	3	5	3	1	4	5	5	5	4	1	5	3	3	5	5	3	2	4	2	5	4	4	3	3	2	4	3	5	3	1	5	3	4	4	3	5	2	4	4	3	3	5	2	3	4	2
"563"	2	1	3	3	3	3	4	4	3	3	3	3	2	3	4	2	3	1	3	1	3	3	4	3	5	1	5	5	3	3	5	3	5	3	3	3	2	3	3	4	2	3	1	3	1	3	4	1	4	1	5	3	3	3
"564"	5	3	3	3	4	2	4	4	4	2	5	3	5	4	2	1	5	2	4	1	5	3	4	1	4	3	1	1	5	1	5	4	5	2	5	4	1	3	3	4	1	5	4	1	1	5	5	5	5	1	5	5	4	1
"565"	5	4	3	2	3	2	2	5	5	3	2	1	2	5	1	1	2	1	2	1	2	5	3	2	5	3	3	3	3	1	4	1	4	3	4	4	2	3	2	5	3	5	5	1	2	4	5	3	3	4	2	5	4	1
"566"	4	2	3	1	2	1	2	3	3	3	3	3	4	3	3	3	5	5	5	2	3	4	3	5	5	3	5	3	3	1	3	3	3	4	3	3	3	3	3	3	4	4	3	3	4	1	3	3	1	1	5	3	3	3
"567"	3	4	3	1	4	3	4	2	1	1	3	4	2	5	4	3	5	3	5	2	5	5	4	3	3	2	3	2	4	1	3	4	3	2	4	3	3	4	3	2	2	5	5	5	4	3	3	4	3	1	4	3	4	5
"568"	3	2	2	2	2	1	2	4	4	3	2	3	4	2	4	3	4	3	2	2	3	4	4	3	5	3	4	2	3	2	3	2	2	4	2	3	2	3	2	4	4	4	4	2	1	4	4	4	3	2	4	4	2	1
"569"	2	2	5	1	3	1	4	4	5	3	5	2	1	3	2	2	4	1	5	1	2	5	1	4	5	4	4	2	4	2	4	2	4	2	4	2	3	3	4	3	3	5	4	3	3	4	3	3	4	3	3	2	4	2
"570"	3	3	1	1	3	3	3	3	3	4	3	1	1	3	5	3	3	1	5	4	4	4	5	3	2	3	3	3	3	4	5	3	4	2	3	4	3	3	4	4	2	4	2	3	3	4	4	1	4	5	3	4	3	4
"571"	3	3	2	3	3	1	4	4	5	1	3	2	5	4	3	2	4	1	3	1	3	3	3	3	5	4	4	3	4	3	5	3	5	3	5	4	3	3	5	4	4	3	5	5	3	4	4	3	3	1	3	3	3	1
"572"	3	5	5	5	3	5	5	5	5	5	3	4	5	5	3	3	3	3	2	4	4	4	5	4	2	5	5	5	3	3	4	3	5	4	5	4	1	4	5	5	4	3	5	4	5	4	4	4	4	4	1	5	5	5
"573"	3	1	2	3	4	2	4	5	1	5	3	1	2	4	1	2	3	1	4	3	4	5	4	2	3	3	3	3	4	3	4	1	3	2	5	3	3	2	3	1	3	5	5	2	2	4	5	4	4	2	3	5	4	4
"574"	2	1	1	1	2	1	5	4	3	3	4	2	5	3	5	5	3	1	3	2	3	1	1	1	5	2	1	3	3	5	4	1	5	2	1	3	3	4	3	3	3	1	4	3	1	4	4	5	3	5	5	5	3	1
"575"	3	2	3	2	1	1	3	3	3	3	3	1	4	3	3	1	5	1	3	1	3	5	5	3	5	3	1	3	3	1	1	4	5	2	4	3	3	5	5	3	3	3	3	1	5	3	5	5	3	3	5	3	3	3
"576"	3	4	4	4	4	4	4	4	1	3	2	1	2	4	5	2	4	1	5	1	4	3	4	4	2	4	2	4	3	1	2	3	3	3	4	2	4	4	2	4	2	2	4	3	4	3	4	3	4	4	3	4	2	2
"577"	3	1	3	4	3	1	3	4	1	3	3	1	4	2	2	3	4	3	3	2	3	4	2	2	5	1	2	1	4	2	3	2	4	2	3	4	3	3	2	4	3	4	2	2	2	4	5	5	4	3	5	5	3	2
"578"	3	2	2	1	3	2	3	4	3	5	4	1	3	3	3	2	3	2	3	2	4	4	5	2	3	5	3	2	3	2	5	2	2	3	4	4	2	2	5	4	3	3	3	1	4	3	2	2	4	3	5	4	2	3
"579"	2	3	2	4	3	2	5	4	3	5	4	2	1	4	5	4	3	1	5	1	3	5	5	3	2	3	1	2	4	2	3	3	3	3	3	4	3	4	3	3	3	2	5	3	3	4	4	1	4	5	5	3	4	3
"580"	2	1	2	2	4	1	3	3	1	5	3	1	5	4	1	3	3	1	5	5	1	2	4	4	4	3	3	3	3	1	4	2	3	4	4	2	3	3	3	5	2	4	4	5	3	3	2	3	3	3	4	3	3	1
"581"	3	4	1	2	4	1	5	5	2	3	3	1	5	2	2	5	5	1	3	4	1	4	5	1	2	1	1	1	4	1	3	2	5	3	4	3	4	1	3	5	3	5	1	4	1	3	4	4	3	1	1	5	3	2
"582"	3	3	4	3	2	3	4	4	3	5	3	1	2	3	4	3	4	1	5	3	4	4	5	3	3	4	5	2	3	2	4	2	3	4	3	3	3	3	4	4	1	3	5	5	5	4	4	3	4	3	2	3	4	5
"583"	4	4	3	3	4	3	4	5	3	3	4	4	4	4	4	5	4	1	3	2	3	2	2	3	5	3	2	4	4	2	4	1	2	3	4	3	4	4	3	4	3	5	4	3	1	4	4	4	4	3	4	4	2	2
"584"	5	1	4	3	2	3	4	3	4	5	4	2	4	2	5	3	5	1	5	1	3	4	3	3	5	4	3	4	3	3	3	2	5	3	4	3	4	3	5	4	5	5	3	3	3	2	4	2	4	3	4	5	4	3
"585"	2	2	3	1	1	3	3	3	4	4	3	4	5	5	3	5	1	1	5	1	1	5	3	4	4	3	4	3	5	2	2	3	3	4	3	1	3	5	5	3	5	4	5	3	4	4	3	2	3	1	5	1	4	3
"586"	3	3	5	3	4	3	3	4	3	4	4	1	4	3	5	3	2	1	5	1	5	5	5	3	5	5	3	3	4	1	3	3	3	3	5	3	2	4	3	3	3	3	5	4	4	3	3	3	4	3	5	3	4	1
"587"	5	1	2	3	2	3	3	3	4	5	5	3	2	5	3	5	5	1	3	1	3	5	5	3	3	3	5	5	4	1	3	5	4	5	5	4	3	3	1	3	4	1	5	5	5	4	4	4	3	3	4	5	3	1
"588"	2	1	2	1	4	2	3	3	4	4	4	3	4	4	1	3	3	4	3	5	4	5	3	4	3	3	5	4	3	1	4	2	5	5	4	5	4	3	1	2	4	4	3	4	4	3	4	5	3	2	5	4	2	2
"589"	3	3	5	2	3	3	5	4	2	4	4	1	1	3	5	3	4	1	4	1	4	4	5	2	5	3	3	4	4	1	3	2	3	3	4	2	3	1	5	3	3	3	4	3	5	4	4	1	4	1	5	5	3	2
"590"	4	2	1	1	5	1	2	4	1	4	3	3	2	4	1	3	5	1	3	1	1	5	4	3	5	4	4	3	4	3	4	1	5	5	3	5	3	5	3	4	3	4	1	5	5	4	5	3	3	5	5	4	4	3
"591"	3	2	4	4	4	1	3	4	2	4	3	2	5	4	5	5	4	3	4	2	3	4	4	3	2	3	2	1	3	2	3	2	2	3	3	3	4	4	3	5	3	2	2	5	1	4	3	3	3	3	4	4	4	2
"592"	3	3	5	4	5	3	5	4	3	3	3	1	2	3	5	2	5	1	5	1	5	3	3	1	3	2	2	3	4	2	3	3	4	3	4	3	4	4	5	5	1	4	4	3	3	5	5	3	3	3	3	5	3	4
"593"	3	3	5	3	3	5	5	5	1	3	3	1	3	3	4	3	5	3	5	1	1	5	5	3	5	5	4	4	4	3	3	3	3	3	4	3	3	4	3	3	3	5	3	3	4	3	5	2	3	1	5	3	4	3
"594"	2	3	3	3	2	1	4	4	2	3	3	1	1	4	4	3	4	1	3	1	3	5	5	2	4	2	3	2	3	3	3	3	4	2	3	3	3	3	4	5	2	2	4	5	4	4	4	2	3	2	3	3	3	2
"595"	2	1	1	5	4	1	3	4	5	5	2	1	5	3	1	5	3	1	3	1	5	5	5	5	1	3	1	2	3	1	4	2	3	4	4	4	4	3	3	4	4	5	1	4	2	3	3	1	4	4	5	5	1	1
"596"	1	1	1	1	5	1	4	1	5	1	3	3	5	1	1	5	5	1	4	1	1	1	5	5	3	2	1	4	3	1	2	2	5	5	3	2	3	4	1	4	5	1	5	1	1	1	1	4	3	1	5	4	2	2
