id	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy.Management	Biology	Chemistry	Reading	Geography	Foreign.languages	Medicine	Law	Cars	Art.exhibitions	Religion	Countryside..outdoors	Dancing	Musical.instruments	Writing	Passive.sport	Active.sport	Gardening	Celebrities	Shopping	Science.and.technology	Theatre	Fun.with.friends	Adrenaline.sports	Pets
834	3	5	5	2	4	5	3	5	2	2	5	2	4	2	4	1	4	1	4	1	2	1	4	3	1	1	3	3	5	5	1	1
835	2	2	3	1	2	3	3	4	4	2	3	3	5	4	3	4	3	2	3	1	1	1	3	5	2	2	3	4	3	4	2	3
836	4	1	1	4	4	5	5	2	1	1	2	4	3	1	1	3	1	1	5	2	1	1	5	5	1	1	1	3	2	5	1	1
837	2	3	4	1	1	4	4	3	3	3	4	4	4	2	2	5	1	1	4	1	5	2	5	5	1	4	4	5	3	4	4	4
838	3	2	4	4	5	4	3	1	2	5	5	5	5	5	1	1	4	4	5	5	5	1	3	5	2	1	1	5	5	5	3	3
839	2	1	1	1	1	5	2	4	3	1	2	3	3	1	4	2	3	1	4	5	2	1	5	4	1	2	3	2	3	5	3	5
840	2	3	3	1	1	5	2	4	2	1	2	2	4	3	5	3	2	1	3	3	1	1	1	4	1	3	5	2	4	5	2	5
841	1	4	3	3	2	5	3	2	2	2	3	3	2	2	2	3	1	1	3	3	3	3	4	3	2	5	4	3	3	4	3	3
842	3	1	1	1	1	4	4	2	2	2	3	2	5	2	2	3	1	1	1	5	5	5	5	5	1	1	1	1	1	5	4	1
843	5	2	3	2	2	3	5	1	1	1	5	2	3	1	1	2	1	1	3	2	2	1	5	3	2	1	4	5	4	5	2	4
844	5	3	5	1	1	5	3	5	1	1	5	5	5	4	5	5	3	5	5	4	1	2	5	5	3	4	5	5	4	5	5	5
845	5	4	5	5	5	5	5	5	2	1	5	1	5	3	3	4	5	5	5	4	4	5	5	5	5	3	3	4	5	4	4	4
846	5	3	3	2	1	3	3	2	1	3	5	4	5	1	3	3	3	1	4	2	1	3	2	3	1	4	4	1	3	5	2	4
847	2	1	1	2	2	5	4	3	1	1	3	2	5	2	1	3	2	2	3	5	2	1	2	2	2	1	5	2	2	5	2	5
848	3	4	1	1	1	3	2	1	2	1	5	2	4	1	1	1	5	3	4	4	1	3	1	3	2	2	4	1	5	5	3	5
849	1	5	2	1	2	5	3	5	2	2	1	2	3	1	2	1	2	1	2	2	2	1	5	1	2	1	4	3	1	5	4	2
850	1	2	3	5	4	5	4	2	2	1	4	3	2	3	1	1	4	3	4	3	4	4	4	5	3	2	3	1	4	5	2	4
851	2	3	1	1	1	4	2	1	5	4	5	4	5	4	3	2	1	4	3	1	1	1	4	1	1	4	5	3	3	4	1	5
852	4	5	4	5	2	5	3	5	3	1	1	5	4	4	3	5	5	3	5	3	2	1	3	5	1	3	4	3	3	5	5	3
853	4	4	1	3	1	4	4	5	3	2	1	5	4	2	4	5	2	2	3	2	1	1	5	5	2	5	4	3	1	5	4	5
854	3	3	2	3	3	4	3	3	3	3	4	4	3	3	3	3	3	3	5	3	3	4	5	3	4	3	4	3	5	5	3	5
855	2	1	2	3	3	4	4	3	2	1	3	2	3	1	1	4	3	1	3	2	1	1	5	4	1	3	4	4	2	5	3	3
856	4	4	3	4	4	5	5	4	4	2	2	3	3	2	3	5	3	3	5	2	1	1	4	4	3	1	3	5	4	5	4	3
857	4	2	3	4	1	5	2	4	2	4	3	4	5	2	3	1	3	1	3	1	2	1	5	4	2	5	5	3	4	5	2	5
858	2	3	1	1	1	5	4	4	1	1	4	2	4	1	1	2	1	1	4	3	3	2	2	1	1	4	4	5	3	5	2	5
859	5	3	3	2	1	4	3	3	2	1	5	3	5	2	3	4	1	1	4	2	5	2	5	3	1	1	2	3	2	5	5	1
860	3	1	4	2	1	5	3	5	2	1	2	5	4	1	2	5	2	1	4	2	1	1	5	2	1	2	3	4	2	5	3	5
861	3	5	4	1	3	5	4	5	3	1	3	3	4	2	4	5	3	3	3	1	1	1	3	1	1	1	2	5	4	5	4	4
862	4	2	4	2	1	4	3	2	2	2	4	2	5	3	3	3	4	1	4	3	1	2	4	1	1	4	4	4	4	5	5	5
863	3	2	4	4	2	5	5	5	2	2	2	4	5	1	3	5	2	1	4	3	1	1	1	5	1	4	5	5	3	5	4	5
864	3	4	1	1	1	4	4	3	1	1	4	1	4	1	1	3	1	2	4	3	3	2	1	1	1	4	4	4	3	5	1	5
865	4	4	2	3	1	4	4	2	1	1	4	3	4	3	3	3	2	1	2	2	1	1	5	5	1	2	2	4	2	5	2	3
866	2	2	3	3	2	4	4	3	2	1	2	3	3	3	2	3	3	2	3	3	1	4	2	3	2	3	4	3	2	4	2	3
867	5	4	3	2	3	5	5	2	4	4	5	4	4	5	3	2	3	4	2	1	1	1	3	5	1	2	1	4	3	2	2	3
868	4	5	4	3	3	5	4	3	4	2	3	4	3	4	2	4	1	1	4	1	1	1	4	1	2	2	3	5	1	3	1	5
869	2	1	3	2	2	4	3	2	1	2	4	5	4	2	1	3	2	1	3	3	2	4	4	5	2	3	3	2	1	4	3	4
870	5	5	1	1	1	4	1	1	4	2	4	4	5	4	1	1	2	1	5	3	3	1	2	4	1	2	5	5	5	5	4	5
871	2	2	3	3	2	3	2	1	2	2	4	3	4	2	5	2	3	2	3	2	1	1	2	2	3	2	4	2	3	4	2	2
872	5	4	4	5	5	5	5	4	3	5	3	5	4	4	5	5	5	3	4	1	1	1	3	1	2	1	5	5	5	5	5	5
873	2	3	1	1	4	4	4	1	5	5	2	1	2	5	1	5	3	3	2	1	5	1	4	4	1	2	3	5	3	5	2	2
874	3	4	2	2	1	4	4	2	2	1	2	3	4	2	1	4	3	1	5	2	1	1	5	5	1	1	3	3	3	5	3	2
875	3	3	2	1	1	4	2	4	3	2	1	2	3	2	3	2	1	1	2	1	1	1	5	5	1	2	5	2	3	5	5	4
876	1	4	1	1	1	5	5	1	2	1	1	2	1	5	1	5	3	1	5	2	1	1	1	5	3	3	3	4	1	5	5	5
877	2	2	4	5	4	5	5	1	5	5	1	2	3	5	1	5	3	1	2	3	5	1	5	5	1	3	3	4	2	5	5	4
878	4	5	5	3	1	4	4	4	2	1	5	5	5	3	3	4	3	5	5	5	5	3	5	5	1	1	1	3	5	5	2	2
879	2	4	4	4	2	4	4	2	4	4	3	4	4	5	5	4	5	4	4	2	4	3	4	5	1	4	2	4	2	5	5	4
880	2	2	3	4	5	2	4	5	2	2	4	3	3	2	4	5	2	2	1	2	2	1	5	5	1	2	3	4	1	5	4	5
881	3	3	2	1	1	4	2	4	2	2	1	2	3	2	4	3	1	2	4	1	1	1	5	5	1	2	5	2	3	5	4	4
882	5	4	2	1	1	4	1	1	4	1	5	4	5	4	1	2	4	1	5	2	5	1	3	3	1	1	5	5	5	5	4	5
883	3	3	1	1	1	4	1	1	5	5	4	3	4	4	1	1	3	2	3	1	3	3	5	4	1	3	4	1	2	5	2	1
884	4	4	3	1	1	5	3	2	2	1	5	2	5	2	4	1	2	1	3	2	1	1	3	1	2	3	2	2	4	5	3	1
885	3	2	1	4	2	5	3	5	1	1	5	3	5	1	1	5	5	1	3	3	1	1	5	3	1	5	5	1	5	5	1	5
886	3	2	2	2	1	3	1	4	4	3	4	2	4	5	5	4	2	3	5	1	1	1	3	1	5	4	4	4	4	5	2	5
887	1	1	4	4	4	5	5	2	1	1	1	4	4	1	2	5	1	3	1	1	4	1	1	4	1	1	1	5	3	5	5	1
888	2	3	2	3	1	3	3	4	3	2	3	4	3	4	2	3	3	3	2	3	2	3	3	3	2	4	2	3	2	4	2	3
889	4	5	3	1	1	5	4	3	5	5	5	3	4	5	3	1	3	2	4	5	1	1	5	4	2	4	4	2	5	5	5	5
890	5	3	1	1	1	5	4	3	3	1	5	5	5	4	2	4	4	2	4	4	5	5	1	3	5	5	2	4	5	5	5	1
891	1	1	1	4	4	5	5	2	2	1	1	5	3	1	4	5	1	1	3	1	2	1	5	5	1	5	4	5	1	5	5	3
892	4	3	3	2	1	4	3	3	3	2	2	3	3	2	2	4	3	2	3	3	1	1	2	4	2	3	3	3	2	5	4	4
893	3	2	3	4	4	4	4	3	1	2	1	3	4	1	1	5	2	1	2	3	2	1	4	3	1	1	2	4	3	4	4	2
894	2	2	3	3	2	3	2	4	2	3	2	2	4	3	2	3	2	3	2	2	2	2	3	4	2	3	2	3	3	4	2	2
895	2	3	1	1	1	5	4	2	2	2	2	5	3	1	1	1	4	1	5	5	1	2	4	5	2	3	5	4	3	5	5	4
896	2	2	2	1	2	2	2	1	2	2	1	4	3	2	1	2	2	1	3	1	1	1	5	5	2	2	2	2	2	4	4	4
897	4	2	4	1	1	5	4	2	1	1	5	4	4	1	2	2	4	1	4	1	2	4	3	2	1	1	2	4	4	5	4	3
898	2	3	2	4	2	3	2	2	1	1	2	2	3	2	4	3	2	3	2	3	4	3	2	3	2	3	2	4	3	4	3	3
899	4	4	4	1	1	4	4	3	4	1	4	3	3	2	1	1	5	3	4	3	1	1	3	3	4	1	3	3	2	4	1	3
900	4	4	4	3	3	5	5	5	1	1	1	4	3	1	4	4	1	3	2	1	1	3	3	3	3	1	2	5	3	5	5	5
901	2	3	5	2	1	4	2	3	1	1	4	2	4	2	5	2	2	4	2	1	1	1	4	5	2	4	3	3	3	3	2	3
902	4	2	5	1	1	4	2	1	1	1	2	3	2	1	3	1	2	2	4	1	1	1	3	1	1	1	2	1	5	4	2	5
903	4	4	1	3	3	4	3	2	2	2	4	3	1	2	4	1	1	3	5	1	1	1	5	5	1	1	3	2	3	4	4	3
904	5	1	3	5	3	5	5	1	3	5	3	5	4	3	1	3	2	1	3	2	5	3	5	2	3	4	1	5	1	5	3	3
905	3	3	3	2	2	4	4	5	2	2	2	4	5	2	2	3	5	3	4	4	1	1	2	4	2	5	3	3	3	4	5	1
906	5	2	4	1	1	5	3	4	1	1	3	4	5	3	5	5	3	2	2	1	1	1	5	5	1	3	5	5	3	5	5	2
907	5	2	4	1	1	5	3	5	1	1	1	3	5	1	2	1	2	2	3	3	1	1	4	1	5	1	2	3	2	5	1	1
908	2	2	2	2	1	5	3	3	1	1	3	1	3	1	1	1	4	3	1	2	1	2	3	3	1	4	4	2	2	4	1	2
909	2	2	3	2	4	4	3	2	2	3	4	3	3	2	2	3	2	4	3	3	4	3	3	4	2	3	4	3	2	5	3	2
910	3	4	3	2	2	5	4	3	2	1	2	2	5	4	4	3	3	5	4	2	4	4	4	4	4	4	4	4	3	4	4	3
911	5	3	4	4	2	5	3	5	2	1	5	3	5	3	4	4	5	2	2	1	4	1	5	2	5	4	5	3	5	5	1	1
912	5	4	3	5	2	3	3	4	2	5	5	3	3	1	4	4	2	1	4	1	2	5	2	5	1	2	3	3	4	4	5	5
913	4	2	2	3	2	3	2	2	3	3	4	2	3	3	2	4	2	3	4	2	3	2	4	4	2	3	3	4	3	2	3	4
914	4	4	3	3	1	3	2	2	3	2	5	3	5	2	1	1	5	3	4	4	4	3	1	4	3	1	2	3	5	4	4	2
915	5	4	4	3	2	3	1	2	2	3	5	5	5	3	4	2	4	4	4	5	2	5	3	4	5	2	4	3	5	4	4	3
916	1	2	2	2	1	5	2	4	2	2	4	3	4	1	2	3	3	3	2	1	1	1	3	1	1	5	4	2	3	5	1	5
917	4	2	5	1	1	5	5	1	1	1	4	3	2	1	4	4	2	1	2	1	1	1	3	2	1	2	1	3	2	3	1	4
918	3	2	3	3	2	5	4	4	2	2	1	3	4	1	1	4	3	1	2	1	1	1	3	4	1	3	3	3	2	4	2	3
919	5	4	3	2	2	4	2	2	3	3	4	3	3	1	2	1	5	3	4	2	1	1	3	3	1	1	3	3	4	5	3	4
920	5	5	3	2	1	2	1	2	1	5	5	2	4	2	5	1	5	2	2	5	5	4	5	5	3	2	5	1	5	5	3	1
921	3	5	2	1	1	3	1	1	2	2	4	1	3	1	1	1	2	2	2	1	1	1	1	1	1	3	3	1	3	5	1	1
922	2	2	2	3	3	5	4	1	2	1	2	3	2	3	2	4	3	2	3	2	4	3	4	5	1	2	3	2	1	5	3	4
923	2	5	5	3	4	5	5	5	5	2	2	5	5	3	4	5	2	1	4	1	1	1	5	1	1	3	5	5	2	5	5	5
924	3	2	2	1	2	5	4	1	4	2	5	2	5	3	1	1	5	1	3	3	3	2	1	2	3	4	4	3	3	5	1	3
925	3	4	2	1	1	3	1	2	4	2	1	3	5	2	1	2	5	1	4	2	1	1	2	5	1	3	4	3	3	5	2	5
926	3	4	1	1	1	3	3	1	2	1	5	1	4	2	1	2	2	1	3	5	2	1	5	4	3	5	5	2	5	5	1	5
927	2	1	3	3	1	5	5	3	1	1	2	2	3	1	1	5	2	3	4	1	1	1	4	4	1	1	2	5	3	4	2	1
928	1	5	1	1	1	4	2	1	5	2	1	5	4	3	2	5	3	3	3	4	1	1	3	5	2	3	4	2	4	4	1	5
929	3	2	2	1	1	4	2	1	5	5	4	2	4	3	2	1	3	2	4	2	3	1	3	1	2	4	4	2	3	5	1	5
930	4	3	3	3	3	3	3	2	2	3	3	5	1	3	4	1	4	2	3	4	4	4	2	4	3	4	4	4	3	5	3	3
931	3	2	2	1	2	5	4	3	2	1	1	3	3	3	2	4	3	3	4	2	4	1	3	1	1	3	5	3	2	5	2	1
932	1	2	3	2	1	4	5	2	2	2	2	3	4	2	2	3	3	1	2	1	1	1	4	5	1	3	2	3	2	4	2	3
933	1	1	2	3	1	5	5	2	4	5	2	1	3	3	2	3	3	1	5	3	1	1	5	3	4	4	4	3	2	5	3	2
934	4	1	4	2	1	4	1	4	2	2	4	4	4	3	3	1	2	2	2	2	4	2	4	2	3	3	5	5	5	5	3	5
935	2	5	2	2	2	5	2	3	2	2	4	2	5	2	2	3	2	1	2	1	1	1	1	2	1	1	1	2	2	5	1	4
936	3	1	1	1	1	5	1	1	1	1	5	1	5	1	1	1	1	1	5	1	1	1	3	3	1	2	5	1	1	5	1	5
937	2	2	1	2	1	3	2	2	1	3	1	2	4	2	1	2	2	2	3	3	3	2	3	3	2	3	4	3	3	4	2	2
938	3	5	1	5	4	5	3	2	4	2	5	5	4	3	2	3	3	3	2	2	5	1	5	2	1	1	3	3	4	5	4	5
939	4	4	3	5	3	4	3	2	4	3	5	5	5	2	1	1	5	4	5	1	1	1	3	1	1	4	5	4	4	3	1	5
940	2	5	2	3	4	4	1	5	5	2	3	5	5	2	1	1	4	1	5	3	3	1	4	4	1	2	2	3	1	4	4	4
941	4	3	2	3	3	5	5	1	2	1	2	1	3	1	1	1	2	4	5	1	5	1	5	1	1	1	3	2	2	5	3	4
942	2	4	5	2	1	5	3	2	2	1	5	2	5	3	2	1	5	3	3	1	5	3	4	2	2	4	5	3	3	5	2	2
943	4	3	4	1	1	5	2	1	1	2	3	5	5	1	2	1	1	2	3	1	1	3	4	5	2	5	4	1	3	4	5	5
944	3	2	3	4	3	4	2	2	3	1	4	3	3	2	5	5	2	2	4	2	1	1	4	2	1	3	5	2	4	5	4	5
945	4	2	3	2	3	3	1	2	3	1	3	5	2	3	2	4	3	1	5	2	2	2	4	5	2	3	5	4	5	5	3	5
946	4	2	3	5	5	5	5	4	1	1	1	1	4	1	3	3	1	2	5	1	1	1	5	3	3	1	1	5	2	5	5	5
947	3	2	1	1	1	5	5	3	2	2	3	2	5	3	3	5	2	1	3	1	5	1	3	3	1	3	2	5	1	5	1	1
948	2	1	1	1	1	3	2	2	2	2	2	2	3	2	2	1	3	1	2	3	4	2	3	3	2	3	4	2	3	5	1	3
949	4	2	2	5	4	3	3	1	5	5	4	3	4	5	1	2	3	1	4	5	1	1	1	4	2	3	4	4	5	5	5	5
950	1	3	1	2	1	3	2	1	1	2	1	1	3	1	1	4	2	1	5	1	2	3	3	3	1	1	1	1	1	5	4	5
951	4	1	3	1	1	5	5	4	2	3	2	2	3	1	3	3	1	2	4	1	5	1	3	3	1	1	3	5	1	3	4	5
952	1	1	2	3	4	5	5	2	1	1	1	3	2	1	2	5	1	1	5	1	1	1	5	5	1	1	1	5	1	5	5	1
953	3	2	3	5	4	4	5	3	3	2	2	1	5	1	1	3	1	1	5	2	5	4	3	2	1	1	3	4	2	5	1	2
954	4	4	3	3	2	3	1	2	5	5	4	3	5	5	3	3	1	1	1	5	3	2	1	4	3	4	4	4	3	4	4	4
955	2	5	1	4	1	5	2	3	4	1	3	2	4	3	3	2	3	3	4	5	5	3	2	4	1	4	4	3	4	5	3	4
956	5	5	1	5	4	3	2	5	5	5	2	3	1	2	4	1	2	1	5	4	1	3	1	5	1	1	4	5	3	5	3	5
957	3	2	2	2	3	4	3	1	1	1	3	2	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	3	3	5	1	4
958	3	3	3	1	1	4	4	1	1	1	1	1	1	1	1	5	1	1	3	1	1	1	2	1	1	1	2	4	2	4	1	1
959	3	4	2	1	1	2	1	2	4	4	3	4	5	5	1	2	2	3	5	5	4	1	5	2	3	5	5	2	3	5	2	5
960	4	4	2	3	1	5	2	4	2	2	1	2	4	3	1	1	1	1	4	1	1	1	3	3	1	1	2	2	3	4	2	4
961	5	3	3	3	3	5	3	2	2	3	5	3	5	2	4	3	4	3	3	3	1	1	3	4	1	2	2	2	4	5	1	1
962	5	5	5	5	3	5	5	3	5	4	3	5	3	5	4	4	2	5	5	2	1	1	5	5	5	4	4	5	1	5	3	5
963	5	3	1	3	4	3	1	4	3	2	5	4	5	3	1	3	3	2	1	1	2	4	2	1	2	2	3	1	4	4	1	1
964	5	5	5	1	4	5	5	3	3	2	1	3	2	2	3	5	2	5	1	1	1	1	3	3	1	4	2	5	1	5	4	3
965	3	4	2	2	2	4	3	4	3	3	3	3	4	3	3	3	3	3	4	2	4	2	2	5	3	1	2	4	3	4	5	4
966	5	5	1	1	3	5	2	1	3	1	5	5	5	1	2	2	3	1	2	4	2	5	3	5	2	5	5	3	3	5	3	1
967	5	5	5	1	1	1	1	3	4	1	5	4	5	5	5	1	5	1	1	5	5	5	1	5	2	5	5	1	5	5	5	5
968	5	2	3	5	5	4	3	2	4	3	5	4	3	3	2	4	5	2	5	2	4	1	5	4	2	1	2	5	4	5	2	4
969	2	1	1	5	4	5	5	3	2	1	1	2	2	2	1	3	1	1	4	2	1	1	5	4	2	3	2	5	2	5	3	4
970	3	3	1	3	1	5	5	4	1	1	4	1	4	1	2	2	1	1	4	5	1	1	3	2	1	1	2	1	2	5	3	1
971	2	3	2	4	4	5	5	5	1	1	4	1	5	1	1	5	4	1	1	1	5	1	2	1	1	2	5	5	4	5	1	3
972	3	2	3	3	3	4	4	2	2	2	4	4	5	2	2	4	3	2	3	1	1	1	4	4	1	1	3	4	2	4	4	3
973	3	4	2	3	3	4	2	1	5	5	5	3	5	5	3	3	4	1	3	2	2	4	5	3	2	1	5	5	5	5	2	5
974	2	4	1	1	2	5	5	1	1	2	4	2	1	1	1	1	4	1	5	1	3	4	1	1	3	2	5	5	3	4	2	4
975	3	4	3	5	3	5	2	2	3	4	5	2	5	3	3	2	3	1	4	1	1	1	5	5	1	2	2	4	3	5	1	3
976	5	4	3	1	4	5	1	1	3	1	5	5	5	3	2	1	2	3	5	5	5	5	3	4	2	1	4	3	4	5	3	5
977	2	5	2	4	3	4	4	4	2	3	4	3	5	3	2	4	2	2	4	5	4	2	3	4	1	3	4	3	4	5	3	2
978	2	1	3	3	1	4	2	2	1	1	2	5	4	1	1	3	2	2	3	1	1	1	4	3	1	2	4	1	2	5	3	3
979	5	3	3	2	2	5	3	5	3	2	5	4	4	2	3	1	3	1	4	1	1	1	5	1	1	3	2	2	5	5	2	4
980	5	3	5	3	2	5	3	5	3	2	3	5	5	3	5	4	3	2	2	2	1	2	1	3	1	3	3	3	3	5	2	4
981	5	5	5	1	2	4	1	2	2	1	5	1	2	1	3	2	4	3	1	1	3	3	3	1	1	2	1	3	5	5	3	3
982	5	5	2	1	2	5	1	1	2	1	5	4	2	1	1	1	4	2	4	3	3	4	3	1	1	2	3	3	5	3	2	1
983	1	2	3	3	4	4	4	2	1	1	1	1	4	2	1	4	3	1	3	1	2	1	4	1	1	3	5	5	4	5	4	4
984	2	2	3	1	1	4	1	4	2	1	3	3	2	1	2	1	3	1	4	5	2	1	5	4	1	3	4	1	3	5	3	4
985	1	1	4	1	1	4	2	4	1	1	4	3	2	1	1	2	3	2	2	3	1	1	3	1	1	1	2	3	5	4	3	4
986	4	3	2	1	2	3	2	3	1	1	5	2	4	1	1	1	4	1	4	2	4	1	3	3	1	3	2	3	5	4	2	2
987	5	5	3	5	3	4	4	3	2	1	5	3	5	2	1	1	4	5	5	1	5	1	1	4	2	1	2	3	4	4	2	1
988	5	5	4	2	2	5	2	2	3	2	1	4	5	2	1	1	4	2	4	1	5	1	4	3	1	1	1	4	3	4	1	2
989	5	5	5	4	5	5	5	5	2	5	5	3	5	5	3	2	3	2	5	5	4	1	3	5	5	1	5	5	5	5	5	1
990	5	5	5	1	1	5	5	3	3	3	5	5	5	4	3	3	4	3	5	5	5	5	2	5	2	1	3	3	5	5	3	1
991	3	2	5	1	1	5	5	3	1	1	3	4	3	2	2	4	1	1	3	1	3	1	4	2	1	1	1	4	1	5	4	1
992	4	1	2	1	1	5	5	2	1	1	2	2	4	1	1	2	1	1	3	1	1	1	2	1	1	2	1	3	1	3	1	5
993	5	2	3	5	5	4	3	1	4	4	2	4	2	1	1	2	1	1	1	1	1	5	4	1	1	1	1	5	2	5	1	1
994	1	3	5	1	1	3	2	4	1	1	3	2	5	1	4	1	2	1	2	3	1	2	3	3	1	4	3	2	4	5	3	2
995	5	5	2	1	1	5	1	1	4	1	5	2	3	3	3	2	4	4	4	1	1	2	3	2	1	2	3	3	3	4	3	5
996	3	4	3	4	2	5	4	4	1	2	1	5	5	1	4	4	2	2	2	2	1	1	3	3	1	1	3	3	2	5	2	5
997	4	1	1	1	1	4	4	2	2	1	1	4	3	2	1	1	2	1	3	1	4	1	2	2	1	1	1	2	2	5	1	2
998	1	5	1	2	1	4	1	3	2	1	1	4	5	3	3	3	5	3	5	4	3	2	5	5	2	3	1	2	2	5	5	5
999	3	4	2	5	5	5	5	2	3	2	4	2	5	3	2	1	1	3	5	1	3	4	1	5	2	3	2	5	4	5	3	1
1000	4	5	3	5	3	5	5	3	4	3	3	4	5	3	2	3	3	4	5	5	5	5	5	5	2	1	1	5	4	5	5	1
1001	3	3	2	1	1	3	1	2	5	5	2	3	2	3	2	1	1	1	4	5	2	1	5	5	2	3	5	3	4	5	4	5
1002	3	2	3	1	1	5	3	4	2	1	3	2	1	1	3	2	2	1	2	3	1	1	2	4	1	3	5	2	4	5	2	4
1003	2	2	1	1	3	5	5	2	1	1	1	2	3	1	1	2	1	1	1	1	5	4	2	1	1	1	1	3	1	5	3	2
1004	3	4	3	1	1	3	1	4	3	2	4	2	4	2	2	1	1	3	4	3	2	1	4	3	2	1	3	2	3	4	2	5
1005	3	4	1	2	2	5	5	3	3	2	2	3	4	3	2	2	3	1	3	3	4	1	5	2	2	1	2	2	2	5	4	4
1006	4	4	2	1	2	4	3	1	2	1	5	4	5	2	1	1	5	1	2	2	3	4	4	4	2	4	5	3	5	5	4	4
1007	4	1	1	5	4	5	5	2	2	1	1	2	2	1	1	5	1	5	5	5	5	1	1	5	5	1	2	5	1	5	1	5
1008	2	3	3	3	1	3	4	1	1	1	4	1	5	1	1	1	1	1	1	1	2	1	2	2	1	1	2	3	2	3	1	5
1009	3	5	3	1	1	5	4	3	3	3	2	5	5	3	1	1	5	1	5	4	1	4	2	4	1	3	5	5	5	5	1	4
1010	2	3	1	2	2	4	2	1	5	3	1	5	4	5	1	3	1	1	4	2	1	2	5	4	5	3	3	3	1	5	2	5
